en_0,"0"
en_1726,"八宝粽"
en_1727,"咸蛋粽"
en_1728,"水晶果肉粽"
en_1729,"Sticky Rice"
en_1730,"端午活动印花"
en_1731,"屈原纪念礼盒"
en_1732,"Monster Nest Teleport"
en_1733,"Nest Permit"
en_1734,"Sealed Ancient Crossbow"
en_1735,"Sealed Ancient Two-handed Sword"
en_1736,"Sealed Ancient Sword"
en_1737,"Sealed Ancient Dagger"
en_1738,"Sealed Ancient Spear"
en_1739,"Sealed Ancient Axe"
en_1740,"Ancient Crossbow"
en_1741,"Ancient Two-handed Sword"
en_1742,"Ancient Sword"
en_1743,"Ancient Dagger"
en_1744,"Ancient Spear"
en_1745,"Ancient Axe"
en_1746,"Scroll of Almighty"
en_1747,"Ancient Lesser Healing Potion"
en_1748,"Ancient Healing Potion"
en_1749,"Ancient Tauren"
en_1750,"Ancient Tauren Warrior"
en_1751,"Ancient Servant of Medusa"
en_1752,"Ancient Bladeling"
en_1753,"Ancient Hook"
en_1754,"Ancient Demon Elder"
en_1755,"Ancient Tauren Elite"
en_1756,"Ancient Tauren Warrior Elite"
en_1757,"Ancient Servant of Medusa Monarch"
en_1758,"Ancient Bladeling Elite"
en_1759,"Ancient Hook Leader"
en_1760,"Ancient Demon Elder Leader"
en_1761,"Ancient Drake General"
en_1762,"Ancient Imp Leader"
en_1763,"Dragon Boots·Concentration"
en_1764,"Dragon Boots·Amber"
en_1765,"Dragon Boots·Corslet"
en_1766,"Abandoned Island Boatman"
en_1767,"Abandoned Island Boat Ticket"
en_1768,"Joan"
en_1769,"Frery"
en_1770,"Weakened Orc Archer"
en_1771,"Weakened Death Lotus"
en_1772,"Alice [Conductor]"
en_1773,"Boat ticket"
en_1774,"Aileen [Weapon Specialist / Teleporter]"
en_1775,"Ancient Blood Crystal"
en_1776,"Ancient Greater Healing Potion"
en_1777,"Ancient Tears of the Exiles"
en_1778,"Ancient Cockatrice"
en_1779,"Ancient Bugbear"
en_1780,"Ancient Ettin"
en_1781,"Ancient Imp"
en_1782,"Ancient Cockatrice Leader"
en_1783,"Ancient Bugbear Monarch"
en_1784,"Ancient Ettin Leader"
en_1785,"Ancient Drake"
en_1786,"Joshua [Shop]"
en_1787,"Alane"
en_1788,"Milon"
en_1789,"Artur"
en_1790,"Alcock"
en_1791,"Selle"
en_1792,"Self Training Book"
en_1793,"Ticket Box [Test Item]"
en_1794,"Entrance Ticket [Test Item]"
en_1795,"Power of the Exiles [Paralyze]"
en_1796,"Magic of the Exiles [Paralyze]"
en_1797,"Tears of the Exiles [Paralyze]"
en_1798,"Power of the Exiles [Poison]"
en_1799,"Magic of the Exiles [Poison]"
en_1800,"Tears of the Exiles [Poison]"
en_1801,"A Bag of Stolen Supplies (Quest)"
en_1802,"Goblin's Club (Quest)"
en_1803,"Lotus Branch (Quest)"
en_1804,"Farm Wrackage Evidence (Quest)"
en_1805,"Bayard [Medieval Field Teleporter]"
en_1806,"Cape of Orc Mage"
en_1807,"Silk of Ungoliant"
en_1808,"Demon Helmet"
en_1809,"Demon Cloak"
en_1810,"Demon Chain Mail"
en_1811,"Demon T-shirt"
en_1812,"Demon Boots"
en_1813,"Owlbear Leader"
en_1814,"Werewolf Skin"
en_1815,"Skeleton Round Shield"
en_1816,"Skeleton Staff"
en_1817,"Skeleton Axe"
en_1818,"Lycantrophe Bone"
en_1819,"Blue Crystal"
en_1820,"Red Crystal"
en_1821,"White Crystal"
en_1822,"Brown Crystal"
en_1823,"Ghast Acid"
en_1824,"Cerberus Fangs"
en_1825,"Zombie Jade"
en_1826,"Owlbear Meat"
en_1827,"Arrow of Drow"
en_1828,"Web of Lolth"
en_1829,"Badge of Orc Guard"
en_1830,"Blood of Orc Shaman"
en_1831,"Arrow of Orc Slurbow"
en_1832,"Lv.1 Ring of Heroism"
en_1833,"Lv.2 Ring of Heroism"
en_1834,"Lv.3 Ring of Heroism"
en_1835,"Lv.4 Ring of Heroism"
en_1836,"Hero Emblem"
en_1837,"Sword of Castel"
en_1838,"Excecutioner"
en_1839,"Dragon Twin Blade"
en_1840,"Shahr War Spear"
en_1841,"Iron Giant Axe"
en_1842,"Dragon Tomahawk"
en_1843,"Staff of Darkness"
en_1844,"Staff of Light"
en_1845,"Dagger of Baldur"
en_1846,"Onyx Dagger"
en_1847,"Bow of Grace"
en_1848,"Balaar's Helm"
en_1849,"Elven Helmet"
en_1850,"Cosmo Helm"
en_1851,"Cosmo Cloak"
en_1852,"Silver Knight Cloak"
en_1853,"Cloak of Foresight"
en_1854,"Swift Cloak"
en_1855,"Cosmo T-Shirt"
en_1856,"Soft Leather Armor"
en_1857,"Refine Leather Armor"
en_1858,"Silver Silk Armor"
en_1859,"Golden Silk Armor"
en_1860,"Castel Chain Mail"
en_1861,"Cosmo Chain Mail"
en_1862,"HP Glove"
en_1863,"MP Glove"
en_1864,"Gloves of Dexterity"
en_1865,"Gloves of Spell Power"
en_1866,"Cosmo Glove"
en_1867,"Drake"
en_1868,"Drake Servant"
en_1869,"Demon Glove"
en_1870,"Soft Leather Boots"
en_1871,"Long Boots"
en_1872,"Cosmo Boots"
en_1873,"Practitioner Boots"
en_1874,"Protector Boots"
en_1875,"Bandit Boots"
en_1876,"Prosecutor Boots"
en_1877,"Believer Boots"
en_1878,"Cosmo Shield"
en_1879,"Lv.1 Amulet of Heroism"
en_1880,"Amulet of Lia"
en_1881,"Lv.2 Amulet of Heroism"
en_1882,"Beimler Necklace"
en_1883,"Lv.3 Amulet of Heroism"
en_1884,"Protector Amulet"
en_1885,"Lv.4 Amulet of Heroism [Str]"
en_1886,"Lv.4 Amulet of Heroism [Int]"
en_1887,"Lv.4 Amulet of Heroism [Dex]"
en_1888,"Blind Earrings"
en_1889,"Freeze Earrings"
en_1890,"Silence Earrings"
en_1891,"Stun Earrings"
en_1892,"Paralyze Earrings"
en_1893,"Poison Earrings"
en_1894,"Zodiac Earrings"
en_1895,"Eclipse Earrings"
en_1896,"Dawn Earrings"
en_1897,"Casa War Spear"
en_1898,"Ring of Friendship"
en_1899,"Ring of Joy"
en_1900,"Energy Ring"
en_1901,"Cosmo Ring"
en_1902,"Fire Ring"
en_1903,"Ice Ring"
en_1904,"Terra Ring"
en_1905,"Fairy Ring"
en_1906,"Old Belt of Vitality"
en_1907,"Old Belt of Energy"
en_1908,"Old Belt of Magic Power"
en_1909,"HP Belt"
en_1910,"Energy Belt"
en_1911,"MP Belt"
en_1912,"Long White Sword"
en_1913,"Long Golden Sword"
en_1914,"Rapier of Madness"
en_1915,"Sword of Prophecy"
en_1916,"Yumi Crossbow"
en_1917,"Hunter Bow"
en_1918,"Weapon Purification Potion Lv.1"
en_1919,"Weapon Purification Potion Lv.2"
en_1920,"Weapon Purification Potion Lv.3"
en_1921,"Weapon Purification Potion Lv.4"
en_1922,"Weapon Purification Potion Lv.5"
en_1923,"Weapon Purification Potion Lv.6"
en_1924,"Weapon Purification Potion Lv.7"
en_1925,"Weapon Purification Potion Lv.8"
en_1926,"Weapon Purification Potion Lv.9"
en_1927,"Armor Purification Potion Lv.1"
en_1928,"Armor Purification Potion Lv.2"
en_1929,"Armor Purification Potion Lv.3"
en_1930,"Armor Purification Potion Lv.4"
en_1931,"Armor Purification Potion Lv.5"
en_1932,"Armor Purification Potion Lv.6"
en_1933,"Armor Purification Potion Lv.7"
en_1934,"Armor Purification Potion Lv.8"
en_1935,"Armor Purification Potion Lv.9"
en_1936,"Accessory Purification Potion Lv.1"
en_1937,"Accessory Purification Potion Lv.2"
en_1938,"Accessory Purification Potion Lv.3"
en_1939,"Accessory Purification Potion Lv.4"
en_1940,"Accessory Purification Potion Lv.5"
en_1941,"Accessory Purification Potion Lv.6"
en_1942,"Accessory Purification Potion Lv.7"
en_1943,"Accessory Purification Potion Lv.8"
en_1944,"Accessory Purification Potion Lv.9"
en_1945,"Blemish Sword of Castel"
en_1946,"Blemish Shadow Knight's Sword"
en_1947,"Blemish Silver Knight's Sword"
en_1948,"Blemish Long White Sword"
en_1949,"Blemish Long Golden Sword"
en_1950,"Blemish Long Sword of Madness"
en_1951,"Blemish Sword of Prophecy"
en_1952,"Blemish Two handed Sword"
en_1953,"Blemish Shahr War Spear"
en_1954,"Blemish Iron Giant Axe"
en_1955,"Blemish Dragon Tomahawk"
en_1956,"Blemish Staff of Mana"
en_1957,"Blemish Staff of Darkness"
en_1958,"Blemish Staff of Light"
en_1959,"Blemish Dagger of Baldur"
en_1960,"Blemish Onyx Dagger"
en_1961,"Blemish Crossbow"
en_1962,"Nature's Seal"
en_1963,"Blemish Yumi Crossbow"
en_1964,"Blemish Hunter Bow"
en_1965,"Blemish Studded Leather Cap"
en_1966,"Blemish Knight Visor"
en_1967,"Blemish Balaar Helm"
en_1968,"Crystal of Healing"
en_1969,"Crystal of Strength"
en_1970,"Blemish Cosmo Helm"
en_1971,"Blemish Demon Helmet"
en_1972,"Iron Willpower"
en_1973,"Blemish Red Knight's Hood"
en_1974,"Blemish Elven Helm"
en_1975,"Blemish Oilskin Cloak"
en_1976,"Blemish Cloak of Mithril Ornamentation"
en_1977,"Blemish Cloak of Blood Ornamentation"
en_1978,"Blemish Cloak of Protection"
en_1979,"Blemish Cosmo Cloak"
en_1980,"Blemish Demon Cloak"
en_1981,"Blemish Silver Knight Cloak"
en_1982,"Blemish Cloak of Foresight"
en_1983,"Blemish Swift Cloak"
en_1984,"Blemish T-Shirt"
en_1985,"Blemish Cosmo T-Shirt"
en_1986,"Blemish Demon T-Shirt"
en_1987,"Blemish Soft Leather Armor"
en_1988,"Blemish Refine Leather Armor"
en_1989,"Blemish Silver Silk Armor"
en_1990,"Blemish Golden Silk Armor"
en_1991,"Blemish Castel Chain Mail"
en_1992,"Blemish Cosmo Chain Mail"
en_1993,"Blemish Elven Breast Plate"
en_1994,"Blemish Demon Chain Mail"
en_1995,"Iron Willpower"
en_1996,"Blemish Elven Chain Mail"
en_1997,"Blemish HP Glove"
en_1998,"Blemish MP Glove"
en_1999,"Blemish Glove of Protection"
en_2000,"Iron Willpower"
en_2001,"Demon Archer Blood"
en_2002,"Succubus Blood"
en_2003,"Ogre Blood"
en_2004,"Blemish Cosmo Glove"
en_2005,"Blemish Demon Glove"
en_2006,"Blemish Soft Leather Boots"
en_2007,"Blemish Low Boots"
en_2008,"Blemish Long Boots"
en_2009,"Blemish Cosmo Boots"
en_2010,"Practitioner's Mystery"
en_2011,"Protector's Resolution"
en_2012,"Bandit's Greed"
en_2013,"Prosecutor's Insight"
en_2014,"Believer's Deceit"
en_2015,"Blemish Demon Boots"
en_2016,"Iron Willpower"
en_2017,"Blemish Small Shield"
en_2018,"Blemish Tower Shield"
en_2019,"Iron Willpower"
en_2020,"Blemish Silver Knight Shield"
en_2021,"Blemish Red Knight's Shield"
en_2022,"Blemish Cosmo Shield"
en_2023,"Blemish Elven Shield"
en_2024,"Blemish Lia's Amulet"
en_2025,"Blemish Beimler Necklace"
en_2026,"Blemish Protector Amulet"
en_2027,"Blemish Blind Earrings"
en_2028,"Blemish Freeze Earrings"
en_2029,"Blemish Silence Earrings"
en_2030,"Blemish Ogre Earrings"
en_2031,"Blemish Paralyze Earrings"
en_2032,"Blemish Poison Earrings"
en_2033,"Blemish Zodiac Earrings"
en_2034,"Blemish Eclipse Earrings"
en_2035,"Blemish Dawn Earrings"
en_2036,"Blemish Energy Ring"
en_2037,"Blemish Cosmo Ring"
en_2038,"Blemish Small Stamina Belt"
en_2039,"Blemish Small Energy Belt"
en_2040,"Blemish Small Mana Belt"
en_2041,"Blemish Stamina Belt"
en_2042,"Blemish Energy Belt"
en_2043,"Blemish Mana Belt"
en_2044,"Blemish Troll Belt"
en_2045,"Blemish Ogre Belt"
en_2046,"Long Sword of Madness"
en_2047,"Silver Knight's Sword"
en_2048,"Blue Magic Gem"
en_2049,"Black Magic Gem"
en_2050,"Green Magic Gem"
en_2051,"Gold Sand"
en_2052,"Venom"
en_2053,"Harpy's Quill (Quest)"
en_2054,"Deadly Lotus Pollen"
en_2055,"Venom Samples"
en_2056,"Branch of the World Tree"
en_2057,"Blemish Rapier"
en_2058,"Blemish Tsurugi"
en_2059,"Mail Breaker"
en_2060,"Red Eyed Shield"
en_2061,"Blemish Mail Breaker"
en_2062,"Blemish Mana Crystal Ball"
en_2063,"Blemish Red Eyed Shield"
en_2064,"Scroll of Teleportation (Blessed)"
en_2065,"Bear Skin"
en_2066,"Hero Print"
en_2067,"Blemish Casa War Spear"
en_2068,"Elmer [Spellbook]"
en_2069,"Teon's Voucher"
en_2070,"Sweet Liquor"
en_2071,"Blemish Katana"
en_2072,"Blemish Damascus Sword"
en_2073,"Blemish Silver Long Sword"
en_2074,"Purification Potion Gift Pack 3"
en_2075,"Purification Potion Gift Pack 4"
en_2076,"Special Advanced Scroll of Polymorph"
en_2077,"Shadow Knight's Sword"
en_2078,"Shadow Knight"
en_2079,"Shadow Knight Archer"
en_2080,"Shadow Knight Axeman"
en_2081,"Shadow Knight Chief"
en_2082,"Shadow Knight Pharmacist"
en_2083,"Purification Potion Gift Pack 1"
en_2084,"Shadow Knight Lieutenant"
en_2085,"Shadow Knight Archer Lieutenant"
en_2086,"Shadow Knight Axeman Lieutenant"
en_2087,"Shadow Knight Pharmacist Lieutenant"
en_2088,"Bladeling"
en_2089,"Bladeling Elite"
en_2090,"Hook"
en_2091,"Hook Leader"
en_2092,"Blade of Bladeling"
en_2093,"Claw of Hook"
en_2094,"Mountain Breaker"
en_2095,"Heavy Rattan Bow"
en_2096,"Knight Sabre"
en_2097,"Snake Wand"
en_2098,"Physic Spectre Ring"
en_2099,"Magic Spectre Ring"
en_2100,"Dark Soul Breath"
en_2101,"Damelot Dungeon"
en_2102,"Moonlight Stone"
en_2103,"Advanced Moonlight Stone"
en_2104,"Fresh Steak"
en_2105,"Delicious Steak"
en_2106,"Half-cooked Steak"
en_2107,"Charred Steak"
en_2108,"Darkness Skeleton"
en_2109,"Darkness Skeleton Lieutenant"
en_2110,"Destroy Dragon"
en_2111,"Alisa [Dragon Nest Teleporter]"
en_2112,"Tear of Luna"
en_2113,"Advanced Moonlight Stone [Binded]"
en_2114,"Dark Soul Crystal"
en_2115,"Character Rename Scroll"
en_2116,"Clan Rename Scroll"
en_2117,"Warflag Rename Scroll"
en_2118,"Nightmare Knight"
en_2119,"Skeleton Prints"
en_2120,"Halloween Treasure Box"
en_2121,"+9 Weapon Exchange Voucher"
en_2122,"+8 Weapon Exchange Voucher"
en_2123,"Piece of Advanced Scroll of Polymorph"
en_2124,"Scroll of Enchant Weapon Treasure Box"
en_2125,"Scroll of Enchant Armor Treasure Box"
en_2126,"Lv.5 Power Amulet of Heroism"
en_2127,"Lv.5 Mana Amulet of Heroism"
en_2128,"Lv.5 Nimble Amulet of Heroism"
en_2129,"Lv.6 Power Amulet of Heroism"
en_2130,"Lv.6 Mana Amulet of Heroism"
en_2131,"Lv.6 Nimble Amulet of Heroism"
en_2132,"Time Stone"
en_2133,"Jade of Dark Spirit"
en_2134,"Elements Treasure Box"
en_2135,"Supreme·Advanced Scroll of Polymorph"
en_2136,"Paticipation Gratitude"
en_2137,"Thorns"
en_2138,"Storm Walk"
en_2139,"Haste Potion Gift Pack"
en_2140,"Surprise Gift Pack"
en_2141,"Rambo [Enchant Mutation]"
en_2142,"Scroll of Enchant Treasure Box"
en_2143,"Source of Harvest"
en_2144,"Golden Wheat"
en_2145,"Bold Potion"
en_2146,"Alchemy Potion"
en_2147,"Divine Liquor"
en_2148,"Fresh Brewed Liquor"
en_2149,"Winterlude Bells"
en_2150,"Snow Stra"
en_2151,"Sleep Ice Soul"
en_2152,"未成形的跨年烟花"
en_2153,"Ice Phoenix Treasure Box"
en_2154,"冰雪·变形卷轴"
en_2155,"Alyssa [Jokul]"
en_2156,"Potter [Jokul Protector]"
en_2157,"Ice Dragon"
en_2158,"Ice Phoenix"
en_2159,"Ice Hobgoblin"
en_2160,"Purchase Proof"
en_2161,"Scroll of Escape (Jokul only)"
en_2162,"Snowman"
en_2163,"Ice Troll"
en_2164,"Ice Drow"
en_2165,"Ice Skeleton Mage"
en_2166,"Frost Hunter"
en_2167,"闪耀的冰雪之星"
en_2168,"Ice Bugbear"
en_2169,"Door"
en_2170,"Cavespider"
en_2171,"Cavespider Leader"
en_2172,"Fire Spirit"
en_2173,"Water Spirit"
en_2174,"Earth Spirit"
en_2175,"Wind Spirit"
en_2176,"Dull Zombie"
en_2177,"Inferior Zombie"
en_2178,"Moderate Zombie"
en_2179,"Advanced Zombie"
en_2180,"Zombie King"
en_2181,"Winterlude Lolipop"
en_2182,"雪骨·变形卷轴"
en_2183,"跨年烟花(小)"
en_2184,"跨年烟花(大)"
en_2185,"Potter [Ice Dragon Protector]"
en_2186,"Kanter [Ice Phoenix Protector]"
en_2187,"Ice Phoenix Treasure Box"
en_2188,"Broken Orc Arrow"
en_2189,"Demon Set"
en_2190,"Tasry [Illusory Mountains]"
en_2191,"Dispel Eye"
en_2192,"新春使者"
en_2193,"新春福袋"
en_2194,"福袋凭证"
en_2195,"Scroll of Enchant Weapon Treasure Box"
en_2196,"Scroll of Enchant Armor Treasure Box"
en_2197,"Chun Li [Scroll of Enchant Treasure Box]"
en_2198,"150% EXP Cube"
en_2199,"200% EXP Cube"
en_2200,"150% EXP Cube [Binded]"
en_2201,"200% EXP Cube [Binded]"
en_2202,"Lucky Gold"
en_2203,"Puso Long Sword"
en_2204,"Blemish Strength Staff"
en_2205,"Blemish Puso Lone Sword"
en_2206,"Energy Swallow Crystal"
en_2207,"Heart Swallow Stone"
en_2208,"Magic Recovery Potion"
en_2209,"Swift Potion"
en_2210,"Shadow Broken Fruit"
en_2211,"Scroll of Enchant Weapon Treasure Box Proof"
en_2212,"Scroll of Enchant Armor Treasure Box Proof"
en_2213,"Insight Eye"
en_2214,"塔斯瑞之衣"
en_2215,"狂热·塔斯瑞之衣"
en_2216,"风兰·塔斯瑞之衣"
en_2217,"巨石·塔斯瑞之衣"
en_2218,"魔图·塔斯瑞之衣"
en_2219,"塔斯瑞之擎"
en_2220,"塔斯瑞之擎强化卷轴"
en_2221,"塔斯瑞之衣强化卷轴"
en_2222,"Coupen of Dispel Eye"
en_2223,"塔斯瑞的学徒[迷幻山岳]"
en_2224,"塔斯瑞之擎强化卷轴（祝福）"
en_2225,"塔斯瑞之衣强化卷轴（祝福）"
en_2226,"Mia [Attribute Point Reset]"
en_2227,"新春福源"
en_2228,"Event Treasure Map"
en_2229,"Event Proof"
en_2230,"Event Emissary"
en_2231,"神秘谷卷轴盒"
en_2232,"神秘谷传送卷轴"
en_2233,"橙羹小元宵"
en_2234,"核桃酪元宵"
en_2235,"酒酿大元宵"
en_2236,"祈愿峡谷传送卷轴"
en_2237,"魔精肉"
en_2238,"魔灵蛋"
en_2239,"Apple"
en_2240,"Corn"
en_2241,"Pumpkin"
en_2242,"Peaceful Reward"
en_2243,"Beth [Peace Blessing]"
en_2244,"Blood Nightshade"
en_2245,"Demon Archer"
en_2246,"Succubus Queen"
en_2247,"Blessing Box"
en_2248,"Purification Potion Gift Pack 4"
en_2249,"Advanced Material Box"
en_2250,"Tasry"
en_2251,"Beholder"
en_2252,"Doppelganger"
en_2253,"Chuul"
en_2254,"Servant of Medusa"
en_2255,"Sword Fish"
en_2256,"Pterygoid"
en_2257,"Kuo Toa Murloc"
en_2258,"Siege Crab"
en_2259,"Eva Acaleph"
en_2260,"Mobula"
en_2261,"Sahuagin Murloc"
en_2262,"Shark"
en_2263,"Tojanida"
en_2264,"Triton Murloc"
en_2265,"Seryilin"
en_2266,"Morkoth"
en_2267,"Aboleth"
en_2268,"Kopru"
en_2269,"Dragon Turtle"
en_2270,"Ixixachitl"
en_2271,"Merfolk"
en_2272,"Sea Lion"
en_2273,"Willis [Warehouse]"
en_2274,"Alger [Weapon Shop]"
en_2275,"Sage [Item Shop]"
en_2276,"Zelda [Armor Shop]"
en_2277,"Lanai [Potion Shop]"
en_2278,"Faith"
en_2279,"Calvin"
en_2280,"Edda"
en_2281,"Ponce"
en_2282,"Leon [Warehouse]"
en_2283,"August [Weapon Shop]"
en_2284,"Gemma [Item Shop]"
en_2285,"Hester [Armor Shop]"
en_2286,"Carley [Potion Shop]"
en_2287,"Valerie"
en_2288,"Yale"
en_2289,"Huma"
en_2290,"Glenda"
en_2291,"Janet"
en_2292,"Carey"
en_2293,"Gaia"
en_2294,"Phil"
en_2295,"Fidelia"
en_2296,"Power"
en_2297,"India"
en_2298,"Levi"
en_2299,"Beholder Leader"
en_2300,"Returned Welfare"
en_2301,"Doppelganger Leader"
en_2302,"Chuul Leader"
en_2303,"Servant of Medusa Monarch"
en_2304,"Sword Fish Leader"
en_2305,"Pterygoid Leader"
en_2306,"Kuo Toa Murloc Leader"
en_2307,"Siege Crab Leader"
en_2308,"Eva Acaleph Leader"
en_2309,"Mobula Leader"
en_2310,"Sahuagin Murloc Leader"
en_2311,"Shark Leader"
en_2312,"Tojanida Leader"
en_2313,"Triton Murloc Leader"
en_2314,"Seryilin Leader"
en_2315,"Morkoth Leader"
en_2316,"Aboleth Leader"
en_2317,"Kopru Leader"
en_2318,"Dragon Turtle Leader"
en_2319,"Ixitxachitl Leader"
en_2320,"Merfolk Leader"
en_2321,"Fire "
en_2322,"Flame "
en_2323,"Blaze "
en_2324,"Burst "
en_2325,"Fire Spirit "
en_2326,"Water "
en_2327,"Ice "
en_2328,"Freeze "
en_2329,"Surge "
en_2330,"Water Spirit "
en_2331,"Earth "
en_2332,"Rock "
en_2333,"Hard Rock "
en_2334,"Landslide "
en_2335,"Earth Spirit "
en_2336,"Wind "
en_2337,"Wind Blade "
en_2338,"Storm "
en_2339,"Hurricane "
en_2340,"Wind Spirit "
en_2341,"Apocalyptic Source Crystal"
en_2342,"Pure Apocalyptic Source Crystal"
en_2343,"Weapon Source Crystal (Earth)"
en_2344,"Ancient Crossbow"
en_2345,"Ancient Giant Sword"
en_2346,"Ancient Sword"
en_2347,"Ancient Dagger"
en_2348,"Weapon Source Crystal (Water)"
en_2349,"Ancient Spear"
en_2350,"Ancient Giant Axe"
en_2351,"(Blessing)"
en_2352,"Goer [Amulet of Heroism]"
en_2353,"Weapon Source Crystal (Fire)"
en_2354,"Shining Set"
en_2355,"Dice"
en_2356,"Dice Coupon"
en_2357,"Irene"
en_2358,"Weapon Source Crystal (Wind)"
en_2359,"Landing Permit"
en_2360,"Piece of Scroll of Enchant Accesory"
en_2361,"强力武器强化卷轴"
en_2362,"强力防具强化卷轴"
en_2363,"Earth Ore"
en_2364,"Wind Ore"
en_2365,"Fire Ore"
en_2366,"Water Ore"
en_2367,"Scroll of Enchant Shining Trainee's Wepaon"
en_2368,"Scroll of Enchant Shining Trainee's Armor"
en_2369,"Novice [Trainee's Equipment]"
en_2370,"Apocalypser [Element Enchant]"
en_2371,"Sahuagin Murloc Magic Crystal"
en_2372,"Magic Crystal"
en_2373,"Mirror Crystal"
en_2374,"Invisible Map"
en_2375,"Locked Box"
en_2376,"Material Package"
en_2377,"Red Ungoliant Meat"
en_2378,"Snake Meat"
en_2379,"Red Ungoliant Silk"
en_2380,"Beholder lacrimal gland"
en_2381,"Spider Silk Pulp"
en_2382,"Memory crystal"
en_2383,"Kuo Toa Murloc fin"
en_2384,"Triton Murloc Bone"
en_2385,"Seryilin Meat"
en_2386,"Skin of Snake"
en_2387,"Mimic Crystal"
en_2388,"Snake Gall"
en_2389,"Snake Bile"
en_2390,"Trial Stone"
en_2391,"Loyal Imprint"
en_2392,"Huma's Powon"
en_2393,"Trial Letter"
en_2394,"Cohesive Magic Stone"
en_2395,"Faith's Box"
en_2396,"Strange Stone"
en_2397,"Beholder Tear"
en_2398,"Dragon Turtle Shell"
en_2399,"Sea Bed Trial Recommendation Letter"
en_2400,"Abyss Water Source Stone"
en_2401,"Abyss Wind Source Stone"
en_2402,"Merfolk Tear"
en_2403,"Abyss Fish Gall"
en_2404,"Sea Lion Stone"
en_2405,"Badge of Escon Guardian Knight"
en_2406,"Snake Tail"
en_2407,"Shaping Stone"
en_2408,"Detoxified Detergent"
en_2409,"Acaleph Skin"
en_2410,"Eva Blessing"
en_2411,"Red Ungoliant"
en_2412,"Red Ungoliant Monarch"
en_2413,"The Man Hit Leviathan"
en_2414,"Faith's Letter"
en_2415,"Wepaon Package"
en_2416,"Guardian's Tower"
en_2417,"Ehecatl’s Fury"
en_2418,"Event Emissary"
en_2419,"Blind Recovery Fruit"
en_2420,"Specially Made Wine"
en_2421,"Eva Followers"
en_2422,"Sealed Oath [7 Days]"
en_2423,"Memory crystal(Condensation)"
en_2424,"Mirror Crystal(Magic)"
en_2425,"Hide Valley Permit Lv1"
en_2426,"Hide Valley Permit Lv2"
en_2427,"Hide Valley Permit(Oath)"
en_2428,"Hide Valley Stone Box Lv1"
en_2429,"Hide Valley Stone Box Lv2"
en_2430,"Hide Valley Stone Box(Oath)"
en_2431,"Hide Valley(Brave)"
en_2432,"Hide Valley(Fearless)"
en_2433,"Mills Magical Mushroom"
en_2434,"Mills [Hide Valley]"
en_2435,"Aliro [Hide Valley Blessing]"
en_2436,"[Eternal]"
en_2437,"Greater Bold Potion"
en_2438,"Greater Alchemy Potion"
en_2439,"[Domestic Affairs]"
en_2440,"Hide Valley Permit Lv2"
en_2441,"Building Block Box"
en_2442,"Hide Valley Stone Box Lv2"
en_2443,"[Potion Shop]"
en_2444,"[Item Shop]"
en_2445,"[Warehouse]"
en_2446,"Military Official's Blade"
en_2447,"Military Official's Sword"
en_2448,"Priest's Staff"
en_2449,"Priest's Huge Sword"
en_2450,"Bluewing Bow"
en_2451,"Red Flame Dragon Tooth"
en_2452,"Blue Flame Dragon Tooth"
en_2453,"Magic Book Pages"
en_2454,"Crystal Fragments"
en_2455,"Magic Diary Lv.4"
en_2456,"Magic Diary Lv.5"
en_2457,"Magic Diary Lv.6"
en_2458,"Elven Magic Diary Lv.1"
en_2459,"Elven Magic Diary Lv.2"
en_2460,"Elven Magic Diary Lv.3"
en_2461,"Elven Magic Diary Lv.4"
en_2462,"Elven Magic Diary Lv.5"
en_2463,"Elven Magic Diary Lv.6"
en_2464,"Weapon Shop"
en_2465,"Armor Shop"
en_2466,"Item Shop"
en_2467,"Potion Shop"
en_2468,"Spellbook"
en_2469,"Scroll of Enchant"
en_2470,"Market"
en_2471,"Inn"
en_2472,"Weapon Specialist"
en_2473,"Armor Specialist"
en_2474,"Warehouse"
en_2475,"Event"
en_2476,"Gift"
en_2477,"Teleport"
en_2478,"Mage Magic Dairy Lv.1"
en_2479,"Mage Magic Dairy Lv.2"
en_2480,"Mage Magic Dairy Lv.3"
en_2481,"Knight Magic Dairy Lv.1"
en_2482,"Knight Magic Dairy Lv.2"
en_2483,"Royal Magic Dairy Lv.1"
en_2484,"Armor Specialist"
en_2485,"Memorial Ring"
en_2486,"Royal Magic Dairy Lv.2"
en_2487,"Holy Fruit"
en_2488,"Fruit of World Tree"
en_2489,"Magic Recovery Potion"
en_2490,"Advanced Hero Emblem"
en_2491,"Greater Healing Potion [Binded]"
en_2492,"Greater Hasting Potion [Binded]"
en_2493,"Blemish Siege Axe"
en_2494,"Greater Magic Recovery Potion"
en_2495,"Lava Devil Staff"
en_2496,"Blemish Lava Devil's Staff"
en_2497,"Double Slash"
en_2498,"Iceberg"
en_2499,"君王怒威"
en_2500,"Liqueur Mooncake"
en_2501,"Extreme Power"
en_2502,"Teleport Runes"
en_2503,"Endor Boss Teleport Runes"
en_2504,"Drake Boss Teleport Runes"
en_2505,"Death Knight Boss Teleport Runes"
en_2506,"Deathsting Boss Teleport Runes"
en_2507,"Desert Ant Cave 3 Teleport Runes"
en_2508,"Drake Mountain Dungeon 6F Teleport Runes"
en_2509,"Sea Bed Teleport Runes"
en_2510,"Ancient Fire Ring"
