tw_0,$0
tw_1901,"克魔戒指"
tw_1902,"灼之戒"
tw_1903,"寒之戒"
tw_1904,"荒之戒"
tw_1905,"翼之戒"
tw_1906,"破舊的體力腰帶"
tw_1907,"破舊的能量腰帶"
tw_1908,"破舊的魔力腰帶"
tw_1909,"體力腰帶"
tw_1910,"能量腰帶"
tw_1911,"魔力腰帶"
tw_1912,"白銀長劍"
tw_1913,"黃金長劍"
tw_1914,"瘋魔細劍"
tw_1915,"預言家之劍"
tw_1916,"月弩"
tw_1917,"獵人之弓"
tw_1918,"一階武器淨化藥水"
tw_1919,"二階武器淨化藥水"
tw_1920,"三階武器淨化藥水"
tw_1921,"四階武器淨化藥水"
tw_1922,"五階武器淨化藥水"
tw_1923,"六階武器淨化藥水"
tw_1924,"七階武器淨化藥水"
tw_1925,"八階武器淨化藥水"
tw_1926,"九階武器淨化藥水"
tw_1927,"一階防具淨化藥水"
tw_1928,"二階防具淨化藥水"
tw_1929,"三階防具淨化藥水"
tw_1930,"四階防具淨化藥水"
tw_1931,"五階防具淨化藥水"
tw_1932,"六階防具淨化藥水"
tw_1933,"七階防具淨化藥水"
tw_1934,"八階防具淨化藥水"
tw_1935,"九階防具淨化藥水"
tw_1936,"一階飾品淨化藥水"
tw_1937,"二階飾品淨化藥水"
tw_1938,"三階飾品淨化藥水"
tw_1939,"四階飾品淨化藥水"
tw_1940,"五階飾品淨化藥水"
tw_1941,"六階飾品淨化藥水"
tw_1942,"七階飾品淨化藥水"
tw_1943,"八階飾品淨化藥水"
tw_1944,"九階飾品淨化藥水"
tw_1945,"瑕疵的卡司特之劍"
tw_1946,"瑕疵的暗魂騎士之劍"
tw_1947,"瑕疵的銀騎士之劍"
tw_1948,"瑕疵的白銀長劍"
tw_1949,"瑕疵的黃金長劍"
tw_1950,"瑕疵的瘋魔長劍"
tw_1951,"瑕疵的預言家之劍"
tw_1952,"瑕疵的雙手劍"
tw_1953,"瑕疵的沙魯戰矛"
tw_1954,"瑕疵的精鋼巨斧"
tw_1955,"瑕疵的巨龍戰斧"
tw_1956,"瑕疵的瑪娜之杖"
tw_1957,"瑕疵的黑暗法杖"
tw_1958,"瑕疵的光明法杖"
tw_1959,"瑕疵的巴德匕首"
tw_1960,"瑕疵的奧魯短匕"
tw_1961,"瑕疵的十字短弓"
tw_1962,"尤與伢的契約"
tw_1963,"瑕疵的月弩"
tw_1964,"瑕疵的獵人之弓"
tw_1965,"瑕疵的尖刺皮帽"
tw_1966,"瑕疵的騎士頭盔"
tw_1967,"瑕疵的巴拉爾頭盔"
tw_1968,"治療水晶"
tw_1969,"力量水晶"
tw_1970,"瑕疵的克魔頭盔"
tw_1971,"瑕疵的滅魔頭盔"
tw_1972,"鋼鐵意志"
tw_1973,"瑕疵的紅騎士頭巾"
tw_1974,"瑕疵的精靈頭盔"
tw_1975,"瑕疵的油布斗篷"
tw_1976,"瑕疵的銀紋斗篷"
tw_1977,"瑕疵的紅紋斗篷"
tw_1978,"瑕疵的防護斗篷"
tw_1979,"瑕疵的克魔斗篷"
tw_1980,"瑕疵的滅魔斗篷"
tw_1981,"瑕疵的銀騎士斗篷"
tw_1982,"瑕疵的先知斗篷"
tw_1983,"瑕疵的靈敏斗篷"
tw_1984,"瑕疵的T恤"
tw_1985,"瑕疵的克魔T恤"
tw_1986,"瑕疵的滅魔T恤"
tw_1987,"瑕疵的軟皮甲"
tw_1988,"瑕疵的精鍛皮甲"
tw_1989,"瑕疵的銀絲皮甲"
tw_1990,"瑕疵的金絲皮甲"
tw_1991,"瑕疵的卡司特鏈甲"
tw_1992,"瑕疵的克魔鏈甲"
tw_1993,"瑕疵的精靈護胸金屬板"
tw_1994,"瑕疵的滅魔鏈甲"
tw_1995,"鋼鐵意志"
tw_1996,"瑕疵的精靈鏈甲"
tw_1997,"瑕疵的體力手套"
tw_1998,"瑕疵的魔力手套"
tw_1999,"瑕疵的防護手套"
tw_2000,"鋼鐵意志"
tw_2001,"惡魔射手的血"
tw_2002,"魅魔妖后的血"
tw_2003,"食人魔的血"
tw_2004,"瑕疵的克魔手套"
tw_2005,"瑕疵的滅魔手套"
tw_2006,"瑕疵的軟皮靴"
tw_2007,"瑕疵的短靴"
tw_2008,"瑕疵的長靴"
tw_2009,"瑕疵的克魔長靴"
tw_2010,"修煉者的奧秘"
tw_2011,"守護者的堅決"
tw_2012,"掠奪者的貪婪"
tw_2013,"監察者的洞悉"
tw_2014,"聽風者的謊言"
tw_2015,"瑕疵的滅魔長靴"
tw_2016,"鋼鐵意志"
tw_2017,"瑕疵的小盾牌"
tw_2018,"瑕疵的大盾牌"
tw_2019,"鋼鐵意志"
tw_2020,"瑕疵的銀騎士之盾"
tw_2021,"瑕疵的紅騎士之盾"
tw_2022,"瑕疵的克魔之盾"
tw_2023,"瑕疵的精靈盾牌"
tw_2024,"瑕疵的莉雅項錬"
tw_2025,"瑕疵的卑彌兒項錬"
tw_2026,"瑕疵的守護項錬"
tw_2027,"瑕疵的比諾耳環"
tw_2028,"瑕疵的亞安耳環"
tw_2029,"瑕疵的索裡耳環"
tw_2030,"瑕疵的歐吉耳環"
tw_2031,"瑕疵的卡莎耳環"
tw_2032,"瑕疵的凱鳴耳環"
tw_2033,"瑕疵的繁星耳環"
tw_2034,"瑕疵的月華耳環"
tw_2035,"瑕疵的日冕耳環"
tw_2036,"瑕疵的能量戒指"
tw_2037,"瑕疵的克魔戒指"
tw_2038,"瑕疵的小體力腰帶"
tw_2039,"瑕疵的小能量腰帶"
tw_2040,"瑕疵的小魔力腰帶"
tw_2041,"瑕疵的體力腰帶"
tw_2042,"瑕疵的能量腰帶"
tw_2043,"瑕疵的魔力腰帶"
tw_2044,"瑕疵的巨魔腰帶"
tw_2045,"瑕疵的食人魔腰帶"
tw_2046,"瘋魔長劍"
tw_2047,"銀騎士之劍"
tw_2048,"藍魔石"
tw_2049,"黑魔石"
tw_2050,"綠魔石"
tw_2051,"黃金沙"
tw_2052,"毒液"
tw_2053,"哈爾皮埃之翎"
tw_2054,"死亡之花的花苞"
tw_2055,"小型毒液"
tw_2056,"世界樹的樹枝"
tw_2057,"瑕疵的細劍"
tw_2058,"瑕疵的瑟魯基之劍"
tw_2059,"碎甲之刃"
tw_2060,"紅眼魔盾"
tw_2061,"瑕疵的碎甲之刃"
tw_2062,"瑕疵的瑪娜水晶球"
tw_2063,"瑕疵的紅眼魔盾"
tw_2064,"受祝福的隨機傳送卷軸"
tw_2065,"熊皮"
tw_2066,"英雄憑證"
tw_2067,"瑕疵的卡薩戰矛"
tw_2068,"埃爾默[魔法書]"
tw_2069,"蒂安神的資助"
tw_2070,"微醺甜酒"
tw_2071,"瑕疵的武士刀"
tw_2072,"瑕疵的大馬士革刀"
tw_2073,"瑕疵的銀長劍"
tw_2074,"三階淨化藥水禮包"
tw_2075,"四階淨化藥水禮包"
tw_2076,"高級變形卷軸(體驗)"
tw_2077,"暗魂騎士之劍"
tw_2078,"暗魂騎士"
tw_2079,"暗魂騎士弓箭手"
tw_2080,"暗魂騎士斧頭兵"
tw_2081,"暗魂騎士隊長"
tw_2082,"暗魂藥師"
tw_2083,"一階淨化藥水禮包"
tw_2084,"暗魂騎士頭目"
tw_2085,"暗魂騎士弓箭手頭目"
tw_2086,"暗魂騎士斧頭兵頭目"
tw_2087,"暗魂藥師頭目"
tw_2088,"刀鋒怪"
tw_2089,"刀鋒怪頭目"
tw_2090,"恐爪怪"
tw_2091,"恐爪怪頭目"
tw_2092,"鋒利的彎刀"
tw_2093,"硬爪"
tw_2094,"開山斧"
tw_2095,"重藤弓"
tw_2096,"騎士的佩劍"
tw_2097,"蛇頭杖"
tw_2098,"體之魂戒"
tw_2099,"魔之魂戒"
tw_2100,"暗魂氣息"
tw_2101,"騎特拉地監"
tw_2102,"月光石"
tw_2103,"高級月光石"
tw_2104,"新鮮的肉排"
tw_2105,"美味的肉排"
tw_2106,"半熟的肉排"
tw_2107,"烤焦的肉排"
tw_2108,"黑暗骷髏"
tw_2109,"黑暗骷髏頭目"
tw_2110,"毀滅巨龍"
tw_2111,"亞莉莎[巨龍巢穴傳送師]"
tw_2112,"月輝之淚"
tw_2113,"高級月光石(綁定)"
tw_2114,"暗魂魔晶"
tw_2115,"角色改名卷軸"
tw_2116,"血盟改名卷軸"
tw_2117,"盟徽改名卷軸"
tw_2118,"夢魘騎士"
tw_2119,"骷髏印花"
tw_2120,"萬聖節禮盒"
tw_2121,"+9武器兌換券"
tw_2122,"+8武器兌換券"
tw_2123,"高級變形卷軸碎片"
tw_2124,"武器強化卷軸禮包"
tw_2125,"防具強化卷軸禮包"
tw_2126,"力·英雄項錬Lv.5"
tw_2127,"魔·英雄項錬Lv.5"
tw_2128,"敏·英雄項錬Lv.5"
tw_2129,"力·英雄項錬Lv.6"
tw_2130,"魔·英雄項錬Lv.6"
tw_2131,"敏·英雄項錬Lv.6"
tw_2132,"時光神石"
tw_2133,"護魂卷軸[限時24小時](綁定)"
tw_2134,"元素禮包"
tw_2135,"傲骨·高級變形卷軸"
tw_2136,"謝謝參與"
tw_2137,"土之荊棘"
tw_2138,"風之光影"
tw_2139,"加速禮盒"
tw_2140,"驚奇禮盒"
tw_2141,"朗博[符石系統]"
tw_2142,"強化卷軸禮盒"
tw_2143,"豐收之願"
tw_2144,"黃金麥穗"
tw_2145,"淬體藥水"
tw_2146,"煉魔藥水"
tw_2147,"神恩麥酒"
tw_2148,"鮮釀麥酒"
tw_2149,"冰雪節鈴鐺"
tw_2150,"冰雪之星"
tw_2151,"沈睡冰魄"
tw_2152,"未成形的跨年煙花"
tw_2153,"冰龍禮盒"
tw_2154,"冰雪·變形卷軸"
tw_2155,"亞莉莎[冰雪之地]"
tw_2156,"波特[冰雪之地守護者]"
tw_2157,"冰龍"
tw_2158,"冰鳳"
tw_2159,"冰雪霍布哥布林"
tw_2160,"已購憑證"
tw_2161,"冰雪之地離開卷軸"
tw_2162,"雪人"
tw_2163,"冰雪巨魔"
tw_2164,"冰雪暗黑精靈"
tw_2165,"冰雪骷髏法師"
tw_2166,"冰霜獵手"
tw_2167,"閃耀的冰雪之星"
tw_2168,"冰熊"
tw_2169,"冰墻"
tw_2170,"魔蛛"
tw_2171,"魔蛛頭目"
tw_2172,"火靈"
tw_2173,"水靈"
tw_2174,"土靈"
tw_2175,"風靈"
tw_2176,"遲鈍喪屍"
tw_2177,"低等喪屍"
tw_2178,"中等喪屍"
tw_2179,"高等喪屍"
tw_2180,"喪屍王"
tw_2181,"冰雪節棒棒糖"
tw_2182,"雪骨·變形卷軸"
tw_2183,"跨年煙花(小)"
tw_2184,"跨年煙花(大)"
tw_2185,"波特[冰龍守護者]"
tw_2186,"坎特[冰鳳守護者]"
tw_2187,"冰鳳禮盒"
tw_2188,"破損的獸人之弓"
tw_2189,"滅魔套裝"
tw_2190,"塔斯瑞[迷幻山嶽]"
tw_2191,"驅幻之眼"
tw_2192,"新春使者"
tw_2193,"新春福袋"
tw_2194,"福袋憑證"
tw_2195,"武器強化卷軸禮包"
tw_2196,"防具強化卷軸禮包"
tw_2197,"春麗[強卷禮包]"
tw_2198,"1.5倍經驗魔方"
tw_2199,"2倍經驗魔方"
tw_2200,"1.5倍經驗魔方"
tw_2201,"2倍經驗魔方[綁定]"
tw_2202,"幸運金幣"
tw_2203,"普索長劍"
tw_2204,"瑕疵的力量法杖"
tw_2205,"瑕疵的普索長劍"
tw_2206,"噬能水晶"
tw_2207,"噬心石"
tw_2208,"魔能藥劑"
tw_2209,"速能藥水"
tw_2210,"破影果實"
tw_2211,"武卷禮包憑證"
tw_2212,"防卷禮包憑證"
tw_2213,"洞察之眼"
tw_2214,"塔斯瑞之衣"
tw_2215,"狂熱·塔斯瑞之衣"
tw_2216,"風蘭·塔斯瑞之衣"
tw_2217,"巨石·塔斯瑞之衣"
tw_2218,"魔圖·塔斯瑞之衣"
tw_2219,"塔斯瑞之擎"
tw_2220,"塔斯瑞之擎強化卷軸"
tw_2221,"塔斯瑞之衣強化卷軸"
tw_2222,"驅幻之眼兌換券"
tw_2223,"塔斯瑞的學徒[迷幻山嶽]"
tw_2224,"塔斯瑞之擎強化卷軸(祝福)"
tw_2225,"塔斯瑞之衣強化卷軸(祝福)"
tw_2226,"米婭[重置屬性點]"
tw_2227,"新春福源"
tw_2228,"元宵藏寶圖"
tw_2229,"元宵憑證"
tw_2230,"元宵使者"
tw_2231,"神秘谷卷軸盒"
tw_2232,"神秘谷傳送卷軸"
tw_2233,"橙羹小元宵"
tw_2234,"核桃酪元宵"
tw_2235,"酒釀大元宵"
tw_2236,"祈願峽谷傳送卷軸"
tw_2237,"魔精肉"
tw_2238,"魔靈蛋"
tw_2239,"鮮蘋果"
tw_2240,"鮮玉米"
tw_2241,"鮮南瓜"
tw_2242,"和平獎券"
tw_2243,"佩絲[和平祈願]"
tw_2244,"魔血影"
tw_2245,"魔弓手"
tw_2246,"魅妖"
tw_2247,"祈願盒子"
tw_2248,"四階淨化藥水禮盒"
tw_2249,"高級材料禮盒"
tw_2250,"塔斯瑞之擎禮盒"
tw_2251,"巨眼怪"
tw_2252,"變形怪"
tw_2253,"甲伏怪"
tw_2254,"蛇女"
tw_2255,"劍魚"
tw_2256,"琵琶魚"
tw_2257,"寇濤魚人"
tw_2258,"攻城蟹"
tw_2259,"伊娃水母"
tw_2260,"魔鬼魚"
tw_2261,"沙華魚人"
tw_2262,"鯊魚"
tw_2263,"突蟹龜"
tw_2264,"梭螺魚人"
tw_2265,"海蛞蝓"
tw_2266,"莫客魚怪"
tw_2267,"底棲魔魚"
tw_2268,"庫普魯水怪"
tw_2269,"龍龜"
tw_2270,"伊西鰩魚"
tw_2271,"美人魚"
tw_2272,"海王"
tw_2273,"威利斯[倉庫]"
tw_2274,"阿爾杰[武器店]"
tw_2275,"塞琪[道具店]"
tw_2276,"載爾達"
tw_2277,"拉娜伊[藥店]"
tw_2278,"費思"
tw_2279,"加爾文"
tw_2280,"艾達"
tw_2281,"波絲"
tw_2282,"利昂[倉庫]"
tw_2283,"奧古斯特[武器店]"
tw_2284,"杰瑪[道具店]"
tw_2285,"海斯特"
tw_2286,"卡蕾[藥店]"
tw_2287,"瓦萊麗"
tw_2288,"耶魯"
tw_2289,"尤瑪"
tw_2290,"格倫達"
tw_2291,"珍妮特"
tw_2292,"凱里"
tw_2293,"蓋婭"
tw_2294,"菲爾"
tw_2295,"菲德里"
tw_2296,"多威爾"
tw_2297,"英蒂安"
tw_2298,"利瓦伊"
tw_2299,"巨眼怪頭目"
tw_2300,"回歸福利"
tw_2301,"變形怪頭目"
tw_2302,"甲伏怪頭目"
tw_2303,"蛇女頭目"
tw_2304,"劍魚頭目"
tw_2305,"琵琶魚頭目"
tw_2306,"寇濤魚人頭目"
tw_2307,"攻城蟹頭目"
tw_2308,"伊娃水母頭目"
tw_2309,"魔鬼魚頭目"
tw_2310,"沙華魚人頭目"
tw_2311,"鯊魚頭目"
tw_2312,"突蟹龜頭目"
tw_2313,"梭螺魚人頭目"
tw_2314,"海蛞蝓頭目"
tw_2315,"莫客魚怪頭目"
tw_2316,"底棲魔魚頭目"
tw_2317,"庫普魯水怪頭目"
tw_2318,"龍龜頭目"
tw_2319,"伊西鰩魚頭目"
tw_2320,"美人魚頭目"
tw_2321,"火·"
tw_2322,"焰·"
tw_2323,"烈焰·"
tw_2324,"爆炎·"
tw_2325,"火靈·"
tw_2326,"水·"
tw_2327,"冰·"
tw_2328,"冰凝·"
tw_2329,"怒濤·"
tw_2330,"水靈·"
tw_2331,"土·"
tw_2332,"岩·"
tw_2333,"頑石·"
tw_2334,"山崩·"
tw_2335,"土靈·"
tw_2336,"風·"
tw_2337,"煞·"
tw_2338,"暴風·"
tw_2339,"龍捲·"
tw_2340,"風靈·"
tw_2341,"天啟源晶"
tw_2342,"純淨的天啟源晶"
tw_2343,"土之武器源晶"
tw_2344,"遠古之弩"
tw_2345,"遠古巨劍"
tw_2346,"遠古之劍"
tw_2347,"遠古短匕"
tw_2348,"水之武器源晶"
tw_2349,"遠古戰矛"
tw_2350,"遠古巨斧"
tw_2351,"(祝福)"
tw_2352,"歌爾[英雄項鏈]"
tw_2353,"火之武器源晶"
tw_2354,"閃亮套裝"
tw_2355,"骰子"
tw_2356,"骰子優惠券"
tw_2357,"艾琳[伊娃之島]"
tw_2358,"風之武器源晶"
tw_2359,"入島通行證"
tw_2360,"飾品強化卷軸碎片"
tw_2361,"強力武器強化卷軸"
tw_2362,"強力防具強化卷軸"
tw_2363,"土源晶"
tw_2364,"風源晶"
tw_2365,"火源晶"
tw_2366,"水源晶"
tw_2367,"閃亮的初心者武器強化卷軸"
tw_2368,"閃亮的初心者防具強化卷軸"
tw_2369,"初心者[新手裝備]"
tw_2370,"天啟者[元素強化]"
tw_2371,"沙華魚人的魔晶"
tw_2372,"魔鬼魚的魔晶"
tw_2373,"鏡子結晶"
tw_2374,"顯影地圖"
tw_2375,"打不開的盒子"
tw_2376,"材料包裹"
tw_2377,"刺紅的昂哥蜘蛛肉"
tw_2378,"蛇肉"
tw_2379,"刺紅的昂哥蜘蛛絲"
tw_2380,"巨眼怪的淚腺"
tw_2381,"蜘蛛絲漿"
tw_2382,"記憶晶體"
tw_2383,"寇濤魚人的魚鰭"
tw_2384,"梭骨"
tw_2385,"海蛞蝓肉"
tw_2386,"蛇皮"
tw_2387,"擬態晶"
tw_2388,"蛇膽"
tw_2389,"蛇膽汁"
tw_2390,"試煉石"
tw_2391,"忠誠印章"
tw_2392,"尤瑪的藥"
tw_2393,"試煉函"
tw_2394,"聚魔石"
tw_2395,"費思的盒子"
tw_2396,"奇怪的石頭"
tw_2397,"巨眼怪的眼淚"
tw_2398,"龍龜殼"
tw_2399,"海底深淵試煉推薦信"
tw_2400,"深淵水源石"
tw_2401,"深淵風源石"
tw_2402,"美人魚之淚"
tw_2403,"深淵魚膽"
tw_2404,"海王石"
tw_2405,"水淩林守護騎士勳章"
tw_2406,"蛇尾"
tw_2407,"塑形石"
tw_2408,"祛毒清洗劑"
tw_2409,"水母衣"
tw_2410,"伊娃的祝福"
tw_2411,"刺紅的昂哥蜘蛛"
tw_2412,"刺紅的昂哥蜘蛛頭目"
tw_2413,"單挑利維亞坦的男人"
tw_2414,"費思的信"
tw_2415,"武器包裹"
tw_2416,"守護者之塔"
tw_2417,"埃耶卡特爾的怒火"
tw_2418,"活動使者"
tw_2419,"復明果實"
tw_2420,"特製葡萄酒"
tw_2421,"伊娃的追隨者"
tw_2422,"被封印的誓約書[7天]"
tw_2423,"記憶晶體·凝"
tw_2424,"鏡子結晶·魔"
tw_2425,"隱藏之谷通行證·Ⅰ"
tw_2426,"隱藏之谷通行證·Ⅱ"
tw_2427,"隱藏之谷通行證·誓"
tw_2428,"隱藏之谷的古老石盒·Ⅰ"
tw_2429,"隱藏之谷的古老石盒·Ⅱ"
tw_2430,"隱藏之谷的古老石盒·誓"
tw_2431,"隱谷印記·勇氣"
tw_2432,"隱谷印記·無畏"
tw_2433,"米爾斯的魔法蘑菇"
tw_2434,"隱藏之谷·誓"
tw_2435,"阿里羅[隱藏之谷嘉獎]"
tw_2436,"「永恆」"
tw_2437,"高級淬體藥水"
tw_2438,"高級煉魔藥水"
tw_2439,"達福[內政]"
tw_2440,"隱藏之谷通行證·Ⅲ"
tw_2441,"積木匣"
tw_2442,"隱藏之谷的古老石盒·Ⅲ"
tw_2443,"維果[藥店]"
tw_2444,"斯佩爾[道具店]"
tw_2445,"馬赫沙拉[倉庫]"
tw_2446,"武官之刃"
tw_2447,"武官巨劍"
tw_2448,"神官法杖"
tw_2449,"神官力劍"
tw_2450,"青翼之弓"
tw_2451,"赤焰龍牙"
tw_2452,"藍焰龍牙"
tw_2453,"魔法書頁"
tw_2454,"晶石碎片"
tw_2455,"普通魔法筆記Ⅳ"
tw_2456,"普通魔法筆記Ⅴ"
tw_2457,"普通魔法筆記Ⅵ"
tw_2458,"精靈魔法筆記Ⅰ"
tw_2459,"精靈魔法筆記Ⅱ"
tw_2460,"精靈魔法筆記Ⅲ"
tw_2461,"精靈魔法筆記Ⅳ"
tw_2462,"精靈魔法筆記Ⅴ"
tw_2463,"精靈魔法筆記Ⅵ"
tw_2464,"\fW武器店"
tw_2465,"\fW防具店"
tw_2466,"\fW道具店"
tw_2467,"\fW藥店"
tw_2468,"\fW魔法書"
tw_2469,"\fW強化卷軸"
tw_2470,"\fW交易行"
tw_2471,"\fW旅店"
tw_2472,"\fW武器製作"
tw_2473,"\fW防具製作"
tw_2474,"\fW倉庫"
tw_2475,"\fW活動"
tw_2476,"\fW禮物"
tw_2477,"\fW傳送"
tw_2478,"法師魔法筆記Ⅰ"
tw_2479,"法師魔法筆記Ⅱ"
tw_2480,"法師魔法筆記Ⅲ"
tw_2481,"騎士魔法筆記Ⅰ"
tw_2482,"騎士魔法筆記Ⅱ"
tw_2483,"王族魔法筆記Ⅰ"
tw_2484,"裝備製作"
tw_2485,"紀念指環"
tw_2486,"王族魔法筆記Ⅱ"
tw_2487,"聖潔之果"
tw_2488,"世界樹的果實"
tw_2489,"強力魔能藥劑"
tw_2490,"高級英雄紋章"
tw_2491,"終極治癒藥水(綁定)"
tw_2492,"強化 自我加速藥水(綁定)"
tw_2493,"瑕疵的攻城戰斧"
tw_2494,"終極魔能藥劑"
tw_2495,"熔魔之杖"
tw_2496,"瑕疵的熔魔之杖"
tw_2497,"國士無雙"
tw_2498,"極凍之矛"
tw_2499,"君王怒威"
tw_2500,"酒心月餅"
tw_2501,"至臻月餅"
tw_2502,"傳送充能石"
tw_2503,"野王傳送石"
tw_2504,"德雷克傳送石"
tw_2505,"死亡騎士傳送石"
tw_2506,"沙漠毒蠍傳送石"
tw_2507,"蟻洞3層傳送石"
tw_2508,"德雷克地監6層傳送石"
tw_2509,"海底深淵傳送石"
tw_2510,"炎之戒"
tw_2511,"風之戒"
tw_2512,"水之戒"
tw_2513,"砂之戒"
tw_2514,"源之戒"
tw_2515,"戰王耳環"
tw_2516,"戰鷹耳環"
tw_2517,"戰靈耳環"
tw_2518,"磐石腰帶"
tw_2519,"閃靈腰帶"
tw_2520,"伊娃之島飾品專屬強化卷軸"
tw_2521,"伊娃之島隨機傳送師"
tw_2522,"瑕疵的炎之戒"
tw_2523,"瑕疵的風之戒"
tw_2524,"瑕疵的水之戒"
tw_2525,"瑕疵的砂之戒"
tw_2526,"瑕疵的源之戒"
tw_2527,"瑕疵的戰王耳環"
tw_2528,"瑕疵的戰鷹耳環"
tw_2529,"瑕疵的戰靈耳環"
tw_2530,"瑕疵的磐石腰帶"
tw_2531,"瑕疵的閃靈腰帶"
tw_2532,"伊娃的手札"
tw_2533,"元素化石"
tw_2534,"伊娃的鋯石"
tw_2535,"伊娃的珍珠"
tw_2536,"伊娃的錦緞"
tw_2537,"婕西 [飾品製作]"
tw_2538,"忠誠的"
tw_2539,"蜂女"
tw_2540,"負甲怪"
tw_2541,"伊娃女神的蠍王"
tw_2542,"伊娃女神的飛龍"
tw_2543,"初心者[裝備和練功]"
tw_2544,"伊娃之島傳送師"
tw_2545,"惡魔之吻"
tw_2546,"神女果"
tw_2547,"通往伊娃之島"
tw_2548,"極·死亡騎士"
tw_2549,"極·暗魂騎士弓箭手"
tw_2550,"極·蜂女"
tw_2551,"極·暗魂騎士長槍手"
tw_2552,"死亡騎士(新手)"
tw_2553,"死亡騎士(體驗)"
tw_2554,"邪惡狩獵者(體驗)"
tw_2555,"黑長者(體驗)"
tw_2556,"邪惡屠戮者(體驗)"
tw_2557,"巴風特(體驗)"
tw_2558,"(綁定)"
tw_2559,"暗魂騎士長槍手"
tw_2560,"野蠻疾走"
tw_2561,"血祭"
tw_2562,"\fW裝備製作"
tw_2563,"\fW飾品製作"
tw_2564,"弦石"
tw_2565,"紅岩樹枝"
tw_2566,"紅岩石晶"
tw_2567,"紅岩魔鱗"
tw_2568,"紅岩煉獄"
tw_2569,"煉獄的餽贈"
tw_2570,"塔卡[倉庫]"
tw_2571,"拓拉[藥店]"
tw_2572,"巴塔[道具店]"
tw_2573,"迦塔[寄賣市場]"
tw_2574,"賽伊[強化]"
tw_2575,"格里拉[裝備製作]"
tw_2576,"庫迦克[血盟管理員]"
tw_2577,"孔多爾[血盟倉庫管理員]"
tw_2578,"沙慈[倉庫]"
tw_2579,"塔可[藥店]"
tw_2580,"烏拿[道具店]"
tw_2581,"朱盧[符石系統]"
tw_2582,"提拉諾[boss道具提交點]"
tw_2583,"羅迪莎夫人"
tw_2584,"蒂羅爾將軍"
tw_2585,"寇布拉"
tw_2586,"瓦尼"
tw_2587,"朱爾"
tw_2588,"科沁副官"
tw_2589,"米樂爾將軍"
tw_2590,"1等"
tw_2591,"2等"
tw_2592,"3等"
tw_2593,"4等"
tw_2594,"5等"
tw_2595,"符石[武器]"
tw_2596,"符石[頭盔]"
tw_2597,"符石[斗篷]"
tw_2598,"符石[盔甲]"
tw_2599,"符石[T恤]"
tw_2600,"符石[手套]"
tw_2601,"符石[鞋]"
tw_2602,"符石[防具]"
tw_2603,"格鬥"
tw_2604,"專注"
tw_2605,"射擊"
tw_2606,"精準"
tw_2607,"魔傷"
tw_2608,"聚神"
tw_2609,"毅力"
tw_2610,"力量"
tw_2611,"敏捷"
tw_2612,"靈境"
tw_2613,"水魔法"
tw_2614,"土魔法"
tw_2615,"火魔法"
tw_2616,"風魔法"
tw_2617,"堅固"
tw_2618,"役魔"
tw_2619,"防護"
tw_2620,"滅魔"
tw_2621,"體力"
tw_2622,"魔力"
tw_2623,"巨石"
tw_2624,"魔泉"
tw_2625,"水防"
tw_2626,"土防"
tw_2627,"風防"
tw_2628,"火防"
tw_2629,"抵抗"
tw_2630,"閃避"
tw_2631,"體回"
tw_2632,"魔復"
tw_2633,"物免"
tw_2634,"魔免"
tw_2635,"物減"
tw_2636,"魔減"
tw_2637,"薩索尼"
tw_2638,"科萊"
tw_2639,"提煉魔石"
tw_2640,"防護之盾"
tw_2641,"命中提升"
tw_2642,"攻擊提升"
tw_2643,"暗夜刺殺"
tw_2644,"抵抗提升"
tw_2645,"暗夜閃避"
tw_2646,"霧隱術"
tw_2647,"暗夜之牙"
tw_2648,"血怒飛刃"
tw_2649,"詛咒·虛弱"
tw_2650,"詛咒·流血"
tw_2651,"風之暗影"
tw_2652,"燃燒鬥志"
tw_2653,"雙重破壞"
tw_2654,"蛇羅"
tw_2655,"巨大的侏儒將軍護衛"
tw_2656,"精英侏儒弓箭手"
tw_2657,"精英侏儒長矛手"
tw_2658,"特魯格樹人"
tw_2659,"火魂"
tw_2660,"火焰極奧"
tw_2661,"熔岩戈倫"
tw_2662,"火蜥蜴"
tw_2663,"熔岩巨人"
tw_2664,"侏儒將軍"
tw_2665,"不死鳥的虛影"
tw_2666,"軍需物資（任务物品）"
tw_2667,"火靈珠（任务物品）"
tw_2668,"冰靈枝（任务物品）"
tw_2669,"布魯銅（任务物品）"
tw_2670,"輪石（任务物品）"
tw_2671,"魔錘晶（任务物品）"
tw_2672,"裝滿三階裝備的箱子（任务物品）"
tw_2673,"一把奇怪的弓箭（任务物品）"
tw_2674,"有符文的石頭（任务物品）"
tw_2675,"被盜的物資（任务物品）"
tw_2676,"侏儒的療傷藥（任务物品）"
tw_2677,"侏儒的寶石（任务物品）"
tw_2678,"高級變形材料（任务物品）"
tw_2679,"[隱藏之谷·諾]入場券"
tw_2680,"特魯格樹人的樹枝（任务物品）"
tw_2681,"侏儒的軍需（任务物品）"
tw_2682,"侏儒的將軍披風（任务物品）"
tw_2683,"特魯格樹人的法杖（任务物品）"
tw_2684,"陣法珠（任务物品）"
tw_2685,"陣法控制石（任务物品）"
tw_2686,"火焰極奧爪（任务物品）"
tw_2687,"火魂石（任务物品）"
tw_2688,"戈倫石（任务物品）"
tw_2689,"火熔漿（任务物品）"
