tw_0,客戶端版本:%s 資源版本:%u
tw_1112,"1. 玩家從背包拖動一件[主裝備]和一件[副裝備]到對應的欄位。\n\n2. [主裝備]和[副裝備]必須滿足以下條件才可進行繼承：\n   1) [主裝備]和[副裝備]必須種類相同。\n   2) [主裝備]和[副裝備]必須為通過裝備製作或重鍛生成的裝備。\n   3) [主裝備]和[副裝備]的強化等級必須大於等於安定值。\n   4) [主裝備]的最低使用等級不可高於[副裝備]的最低使用等級20等。\n   5) 如[副裝備]沒有最低使用等級，則[主裝備]的最低使用等級不可超過52等。\n\n3. 根據所選[主裝備]和[副裝備]的最低使用等級和強化等級，將顯示出融合繼承所需的金幣。\n\n4. 點擊融合繼承，將消耗對應金幣，在[繼承結果]欄生成繼承結果。\n\n5. [繼承結果]的強化等級必定為[主裝備]強化等級~[副裝備]強化等級之間的一等。\n\n6. [主裝備]和[副裝備]間的強化等級差越小，完美融合繼承的機率越高。\n\n7. 玩家可從[主裝備]、[副裝備]和[繼承結果]中任選一件保存，其餘兩件將被放棄，且不可撤回。\n\n8. 融合繼承的結果裝備，不可再次作為[主裝備]參與繼承。但對其使用強化卷軸致其等級發生變化後（如等級±0，則不算等級發生變化），則可作為[主裝備]。"
tw_1113,"\fW背包裝備"
tw_1114,"\fW融合繼承"
tw_1115,"副裝備"
tw_1116,"轉移強化等級的裝備"
tw_1117,"主裝備"
tw_1118,"繼承強化等級的裝備"
tw_1119,"繼承結果"
tw_1120,"融合繼承"
tw_1121,"保留"
tw_1122,"請選擇需要保留的裝備，然後點擊保留進行保存"
tw_1123,"保留成功"
tw_1124,"領獎"
tw_1125,"積分兌換"
tw_1126,"抽獎"
tw_1127,"請加入[副裝備]。"
tw_1128,"請加入[主裝備]。"
tw_1129,"請確認以下參與強化繼承的裝備：\n副裝備：%s\n主裝備：%s\n結果裝備：%s\n\f=機率:%s"
tw_1130,"融合繼承"
tw_1131,"保存結果"
tw_1132,"\f=確認最終保留的裝備後，\n將放棄另外兩件裝備，且不可撤回。"
tw_1133,"消耗金幣"
tw_1134,"\f3積分不足，兌換需要消耗%u積分"
tw_1135,"積分"
tw_1136,"音效"
tw_1137,"系統"
tw_1138,"屏幕適配："
tw_1139,"此功能暫未開放"
tw_1140,"確  定"
tw_1141,"釋  放"
tw_1142,"請從左側選擇您希望查看的幫助資訊"
tw_1143,"遊戲介面"
tw_1144,"\f21.1 狀態"
tw_1145,"\f21.2 操作技巧"
tw_1146,"遊戲系統"
tw_1147,"\f22.1 裝備製作說明"
tw_1148,"\f22.2 強化"
tw_1149,"\f22.3 戰鬥PK"
tw_1150,"\f22.3 血盟"
tw_1151,"\f22.4 盟戰規則"
tw_1152,"\f22.5 變形"
tw_1153,"\f22.6 交易"
tw_1154,"\f22.7 社交"
tw_1155,"\f22.8 傳送"
tw_1156,"\f22.9 正義值"
tw_1157,"\f22.10 死亡懲罰"
tw_1158,"玩家守則"
tw_1159,"聯繫我們"
tw_1160,"關於"
tw_1161,"或以上"
tw_1162,"所選[主裝備]強化等級必需超過安定值。"
tw_1163,"所選[副裝備]與[主裝備]強化等級差必需大於等於0小於等於%d。"
tw_1164,"此地圖無法切換裝備"
tw_1165,"融合繼承的結果裝備，不可再次作為主裝備參與繼承"
tw_1166,"\f3不可作為主裝備參與融合繼承\n"
tw_1167,"畫面"
tw_1168,"環境特效"
tw_1169,"\fK輸入發送信息"
tw_1170,"\fK發送信息至[%s]"
tw_1171,"大喊"
tw_1172,"世界"
tw_1173,"密語"
tw_1174,"隊伍"
tw_1175,"血盟"
tw_1176,"系統"
tw_1177,"訊息"
tw_1178,"\f9訊 息"
tw_1179,"\fQ訊 息"
tw_1180,"\fK戰鬥紀錄"
tw_1181,"\f=%s \fD閃避了你的攻擊"
tw_1182,"\fD你攻擊了 \f=%s \fD，造成了 \f=%d點傷害"
tw_1183,"\fD你使用魔法攻擊了 \f=%s \fD，造成了 \f=%d點傷害"
tw_1184,"\fE你獲得了\f=%s\fE的效果"
tw_1185,"\fE你失去了\f=%s\fE的效果"
tw_1186,"\fD你對 \f=%s \fD施放 \f=%s \fD的效果成功了"
tw_1187,"\fD你對 \f=%s \fD施放 \f=%s \fD的效果失敗了"
tw_1188,"\f=%s \fC對你施放 \f=%s \fC的效果成功了"
tw_1189,"\f=%s \fC對你施放 \f=%s \fC的效果失敗了"
tw_1190,"\f=%s\fB需要冷卻\f=%s秒"
tw_1191,"\f=%s\fB冷卻完畢"
tw_1192,"\f[剩餘%d次"
tw_1193,"\f[剩餘次數不足!"
tw_1194,"玩家"
tw_1195,"獎金"
tw_1196,"時間"
tw_1197,"\f[規則"
tw_1198,"\f[一鍵領取"
tw_1199,"合共%d金幣"
tw_1200,"恭喜你獲得以下紅包"
tw_1201,"\f[金幣"
tw_1202,"\f[一鍵開啟"
tw_1203,"\f[返回"
tw_1204,"\f[再開一次"
tw_1205,"\f[紅包"
tw_1206,"\f[幸運榜"
tw_1207,"\f[富豪榜"
tw_1208,"\f[累計獎池"
tw_1209,"\f[規則"
tw_1210,"1. 選擇不同價格，點擊「開始」鍵開始落下紅包雨。\n\n2. 紅包雨落下的過程中，玩家需手動點擊落下的紅包，最多可獲得9個紅包。\n\n3. 玩家可點擊「一鍵領取」鍵跳過點擊紅包的過程。點擊後，系統將自動為玩家領取9個紅包。\n\n4. 紅包雨結束後，玩家可手動逐個打開紅包或選擇「一鍵打開」全部紅包。\n\n5. 如玩家在付款後關閉遊戲或斷線，再次上線後，所得獎金自動加入背包，不作額外提示。"
tw_1211,"\f[開始"
tw_1212,"\fK等級體力上限"
tw_1213,"\fK等級魔力上限"
tw_1214,"體力最大上限"
tw_1215,"魔力最大上限"
tw_1216,"紅包"
tw_1217,"來自%s的紅包"
tw_1218,"發紅包"
tw_1219,"發紅包紀錄"
tw_1220,"收紅包紀錄"
tw_1221,"好友紅包"
tw_1222,"世界紅包"
tw_1223,"血盟紅包"
tw_1224,"隊伍紅包"
tw_1225,"類型:"
tw_1226,"個數:"
tw_1227,"金額:"
tw_1228,"總額:"
tw_1229,"寄語:"
tw_1230,"對象:"
tw_1231,"隨機"
tw_1232,"均等"
tw_1233,"\f21.1 角色信息"
tw_1234,"\f21.2 遊戲時間"
tw_1235,"\f21.3 狀態(buff)顯示"
tw_1236,"\f21.4 角色菜單"
tw_1237,"\f21.5 交互菜單"
tw_1238,"\f21.6 常用操作"
tw_1239,"\f21.7 快捷鍵"
tw_1240,"\f21.8 系統信息"
tw_1241,"\f21.11 地圖視窗"
tw_1242,"\f21.10 視頻攻略"
tw_1243,"\f21.12 聊天視窗"
tw_1244,"\f21.13 充值視窗"
tw_1245,"\f22.1 社交"
tw_1246,"\f22.2 交易"
tw_1247,"\f22.4 裝備"
tw_1248,"\f22.4.2 裝備強化"
tw_1249,"\f22.5 正義值"
tw_1250,"\f22.6 戰鬥"
tw_1251,"\f22.8 血盟相關"
tw_1252,"\f22.9 物資狀態"
tw_1253,"\f22.10 變形"
tw_1254,"\f22.11 傳送"
tw_1255,"裝備製作說明【主神蒂安+永恆之光】"
tw_1256,"\f2 馬洛斯-武器"
tw_1257,"\f23.1.1 武士刀"
tw_1258,"\f23.1.2 大馬士革刀"
tw_1259,"\f23.1.3 銀長劍"
tw_1260,"\f23.1.4 卡薩戰矛"
tw_1261,"\f23.1.5 精鋼巨斧"
tw_1262,"\f23.1.6 瑪娜之杖"
tw_1263,"\f23.1.7 巴德匕首"
tw_1264,"\f23.1.8 十字短弓"
tw_1265,"\f2 馬洛斯-防具"
tw_1266,"\f23.2.1 尖刺皮帽"
tw_1267,"\f23.2.2 騎士頭盔"
tw_1268,"\f23.2.3 巴拉爾頭盔"
tw_1269,"\f23.2.4 油布斗篷"
tw_1270,"\f23.2.5 銀紋斗篷"
tw_1271,"\f23.2.6 紅紋斗篷"
tw_1272,"\f23.2.7 防護斗篷"
tw_1273,"\f23.2.8 T恤"
tw_1274,"\f23.2.9 軟皮甲"
tw_1275,"\f23.2.10 卡司特鏈甲"
tw_1276,"\f23.2.11 體力手套"
tw_1277,"\f23.2.12 魔力手套"
tw_1278,"\f23.2.13 軟皮靴"
tw_1279,"\f23.2.14 短靴"
tw_1280,"\f23.2.15 長靴"
tw_1281,"\f23.2.16 小盾牌"
tw_1282,"\f23.2.17 大盾牌"
tw_1283,"\f23.2.18 莉雅項錬"
tw_1284,"\f23.2.19 破舊的體力腰帶"
tw_1285,"\f23.2.20 破舊的能量腰帶"
tw_1286,"\f23.2.21 破舊的魔力腰帶"
tw_1287,"紅包規則\n1、四種紅包途徑\n\n1）好友紅包\n給指定好友發紅包，可選擇「好友紅包」進行發送；\n發送時，好友必須在線；\n紅包金額範圍為5000金幣至1000萬金幣；\n每次只能給1個好友發紅包，如需給多個好友派發紅包，可分多次發送。\n\n2）隊伍紅包\n給當前隊伍成員發紅包，可選擇「隊伍紅包」進行發送；\n發送時，自己需處於組隊狀態；\n紅包金額範圍為5萬金幣至2000萬金幣；\n紅包個數範圍為1至8個；\n每個「隊伍紅包」系統將收取2%手續費，費用將在紅包總金額中扣取。\n\n3）血盟紅包\n給所在血盟的成員發紅包，可選擇「血盟紅包」進行發送；\n發送時，需已加入血盟；\n紅包金額範圍為10萬金幣至5000萬金幣；\n紅包個數範圍為10個至50個；\n每個「血盟紅包」系統將收取3%手續費，費用將在紅包總金額中扣取。\n\n4）世界紅包\n給Teon世界大眾發紅包，可選擇「世界紅包」進行發送；\n紅包金額範圍為50萬金幣至1億金幣；\n紅包個數範圍為20個至200個；\n每個「世界紅包」系統收取4%手續費，費用將在紅包總金額中扣取。\n\n2、均等紅包與隨機紅包\n\n1）均等紅包\n總金額平分到每個紅包中，每個紅包可獲得的金幣數將相同；\n\n2）隨機紅包\n總金額由全部紅包隨機分配，每個紅包可獲得的金幣數隨機，可能不相同。\n\n3、紅包的接收與領取\n\n1）紅包接收者需紅包發出時在線并在離線前領取紅包，一旦離線將失去領取該紅包的資格；\n\n2）好友紅包自己不可領取；\n\n3）隊伍紅包、血盟紅包和世界紅包，自己也可領取；\n\n4）紅包個數有限，先領先得，領完即止。\n\n4、紅包的超時處理\n\n1）收紅包記錄保留時間為紅包發出後的12小時，僅保留當次在線獲得領取資格的紅包和已領取的紅包，離線前未領取的紅包將喪失領取資格，無法再領取，請在保留時間內且離線前及時領取，以免超時或離線紅包消失無法領取；\n\n2）發紅包記錄保留時間共24小時，紅包發出的12小時後，剩餘未被領取的金幣可被發紅包者領回，24小時後，該發紅包記錄將超時消失，無論是否已領回剩餘金幣，均無法再領回，請及時領回。"
tw_1288,"請選擇收紅包的好友"
tw_1289,"請輸入紅包個數（1）"
tw_1290,"請輸入紅包金額（5仟~1000萬）"
tw_1291,"請輸入9字內寄語"
tw_1292,"請輸入紅包個數（1~8）"
tw_1293,"請輸入紅包金額（5萬~2000萬）"
tw_1294,"請輸入紅包個數（10~50）"
tw_1295,"請輸入紅包金額（10萬~5000萬）"
tw_1296,"請輸入紅包個數（20~200）"
tw_1297,"請輸入紅包金額（50萬~1億）"
tw_1298,"恭喜發財，萬事如意"
tw_1299,"紅包種類:%s\n\f=金額:%d"
tw_1300,"紅包種類:%s\n類型:%s\n個數:%d\n\f=金額:%d"
tw_1301,"領回"
tw_1302,"超時"
tw_1303,"已開"
tw_1304,"已領"
tw_1305,"顏色"
tw_1306,"當前"
tw_1307,"你可消耗1張\fW$2064\f>返回指定城鎮"
tw_1308,"\f2元素強化：%+d[ \f=%u\f2 ]\n"
tw_1309,"\f2元素特化：尚未開放，敬請期待\n"
tw_1310,"\f2天啟魔能：%u/1000\n"
tw_1311,"\f2元素等級：%+u\n"
tw_1312,"\f2可融合元素的武器等級：%u-%u\n"
tw_1313,"元素強化"
tw_1314,"提取元素"
tw_1315,"融合元素"
tw_1316,"元素特化"
tw_1317,"提取結果"
tw_1318,"融合結果"
tw_1319,"武器源晶"
tw_1320,"武器"
tw_1321,"確定強化"
tw_1322,"確定提取"
tw_1323,"確定融合"
tw_1324,"確定特化"
tw_1325,"已經達到最高元素強化等級"
tw_1326,"\fW請選擇四元素的特化效果"
tw_1327,"\f3金幣不足"
tw_1328,"\f3天啟源晶不足"
tw_1329,"尚未放入用於元素強化的武器"
tw_1330,"尚未選擇將要強化的元素系"
tw_1331,"一道金光閃過，元素強化\f2成功\f>，武器的元素強化\f2等級+1\f>，元素傷害提升為\f2%u"
tw_1332,"一道白光閃過，元素強化\f3失敗\f>，幸運的是元素強化等級並未下降"
tw_1333,"一道黑光閃過，元素強化失敗，武器的元素強化等級-1"
tw_1334,"尚未放入準備提取元素的武器"
tw_1335,"一道金光閃過，你提取出了\f2完整的%s"
tw_1336,"尚未放入用於融合元素的武器"
tw_1337,"尚未放入用於融合元素的武器源晶"
tw_1338,"融合元素\f2成功\f>，獲得了%s"
tw_1339,"\f=此功能暫未開放，敬請期待後續版本更新"
tw_1340,"武器的現有強化元素與所選的元素屬不同元素系別\n是否\f3放棄\f>武器原有的元素繼續強化？\n\f=當前武器：%s\n所選元素：%s"
tw_1341,"繼續強化"
tw_1342,"武器的現有強化元素與所選源晶的元素屬不同元素系別\n是否\f3放棄\f>武器原有的元素繼續融合？\n\f=當前武器：%s\n所選元素：%s"
tw_1343,"繼續融合"
tw_1344,"元素強化規則"
tw_1345,"\f=一、元素強化\n\n\fW1.條件和材料\n\f>1.1通過製作獲得的武器以及城堡武器、聖武可進行元素強化。\n1.2[武器]的強化等級必須超過安定值。\n1.3消耗對應屬性源晶和金幣。\n\fW2.基本規則\n\f>2.1元素強化最高可達到等級：+9，不同武器具體最高可達到的元素強化等級不同，可通過武器界面查看。\n2.2元素強化消耗數量：與元素強化當前等級有關。\n2.3元素強化成功時，元素強化等級+1。\n2.4元素強化失敗時，元素強化等級保持不變，裝備不會損壞。\n2.5不同系元素（如原武器爲+2水元素武器和選擇元素系為風元素）強化時，原元素強化將被新選擇的元素強化替換，元素強化等級重新提升。\n\fW3.元素傷害\n\f>3.1遠近戰物理攻擊時附加元素傷害。\n3.2施放與元素武器同系列（如：水元素武器和冰錐）的魔法時增加元素傷害。\n3.3達到+1~+5元素強化等級的武器在物理攻擊和施放對應屬性魔法時會額外增加屬性傷害。強化等級達到+6及以上時，元素強化除元素傷害外，還將額外獲得附加效果，額外附加效果僅對玩家角色有效。\n3.4元素強化等級越高，元素傷害及效果越高。\n3.5元素強化各等級元素傷害及強化後武器名稱變化：\n元素強化+1：元素傷害+1，武器前綴增加[火.|水.|土.|風.]。\n元素強化+2：元素傷害+2，武器前綴增加[焰.|冰.|岩.|煞.]。\n元素強化+3：元素傷害+4，武器前綴增加[烈焰.|冰凝.|頑石.|暴風.]。\n元素強化+4：元素傷害+8，武器前綴增加[爆炎.|怒濤.|山崩.|龍捲.]。\n元素強化+5：元素傷害+12，武器前綴增加[火靈.|水靈.|土靈.|風靈.]。\n元素強化+6：元素傷害+17，武器前綴增加[火魂.|水魂.|土魂.|風魂.]。\n元素強化+7：元素傷害+22，武器前綴增加[火精.|水精.|土精.|風精.]。\n元素強化+8：元素傷害+27，武器前綴增加[火魄.|水魄.|土魄.|風魄.]。\n元素強化+9：元素傷害+32，武器前綴增加[火神.|水神.|土神.|風神.]。\n元素強化+6及以上各元素附加特效：\n火元素：對玩家角色進行物理/魔法攻擊時，有機率燒毀目標一定數量的增益狀態。\n水元素：對玩家角色進行物理/魔法攻擊時，有機率使目標禁療一定時間。\n土元素：對玩家角色進行物理/魔法攻擊時，有機率使目標石化一定時間。\n風元素：對玩家角色進行物理/魔法攻擊時，有機率使目標緩速一定時間。\n元素強化等級越高，附加特效效果越高。\n3.6元素強化武器使用在獲得這些額外效果的同時，會逐漸消耗天啟魔能。天啟魔能歸零時武器的元素強化效果就會暫時失效，直到使用純淨的天啟源晶為其充能。\n請注意：武器的強化等級超過安定值時，元素強化的加成效果才會生效。\n"
tw_1346,"武器的最低使用等級要和武器源晶要求的一致"
tw_1347,"武器的元素系列和武器源晶相同時，元素強化等級必須小於武器源晶"
tw_1348,"無損提取"
tw_1349,"選擇\n元素"
tw_1350,"一道藍光閃過，你只提取出了\f3%s"
tw_1351,"裝備強化"
tw_1352,"武器強化"
tw_1353,"防具強化"
tw_1354,"天啟源晶"
tw_1355,"天啟魔能"
tw_1356,"飾品強化"
tw_1357,"其他卷軸"
tw_1358,"放入\n武器"
tw_1359,"\f=二、提取元素\n\n\fW1.條件和材料\n\f>1.1擁有元素強化等級的[武器]\n1.2消耗對應屬性源晶和金幣\n\fW2.基本規則\n\f>2.1消耗數量：與武器的元素強化等級有關\n2.2完整提取元素時，生成對應元素等級的[武器源晶]和失去元素強化等級的[武器]\n2.3不完整提取元素時，生成對應元素等級-1的[武器源晶]和失去元素強化等級的的[武器]\n2.4若想100%完整提取元素，可勾選[無損提取]選項，但需要額外消耗對應屬性源晶和金幣\n\n\f=三、融合元素\n\n\fW1.條件和材料\n\f>1.1使用可進行元素強化的[武器]\n1.2[武器]的強化等級必須超過安定值\n1.3元素武器源晶Lv.1-9\n\fW2.基本規則\n\f>2.1最高元素強化等級：+9，不同武器具體最高可強化等級不同，可通過武器界面查看。融合時武器源晶等級不可高於武器元素最高可強化等級。\n2.2融合消耗：與融合的武器源晶等級有關\n2.3元素融合必然成功，融合後的武器獲得武器源晶上的元素強化等級\n2.4不同系元素（如原武器爲+2水元素武器和選擇的武器源晶為風源晶）融合時，將會替換武器原有的強化元素"
tw_1360,"放入武器"
tw_1361,"放入武器源晶"
tw_1362,"\f3天啟魔能：%u/1000\n"
tw_1363,"一般"
tw_1364,"交易准許"
tw_1365,"組隊准許"
tw_1366,"\f3[不可使用]"
tw_1367,"\f3「永恆」裝備：不可繼續強化，不可參與強化繼承，不可參與元素強化。+0裝備可在馬洛斯武器店/防具店出售(古代鉑金幣)"
tw_1368,"\f3「永恆」道具：不可使用，不可交易，可在馬洛斯道具店/魔法書商人處出售(古代鉑金幣)"
tw_1369,"注意事項：\n角色將從1等重新升等至10等，並根據初始屬性從新生成屬性。不論是否已分配附加屬性，將保留50等至%d等的附加屬性供重新分配。\n通過降等或使用物品獲得的額外體力和魔力，將在重置後失效。"
tw_1370,"注意事項：\n角色將從1等重新升等至%d等，並根據以上配置從新生成屬性。\n通過降等或使用物品獲得的額外體力和魔力，將在重置後失效。"
tw_1371,"首次配點"
tw_1372,"輪  迴"
tw_1373,"閒置超時，請重新連接"
tw_1374,"攻守勢力"
tw_1375,"友軍"
tw_1376,"敵軍"
tw_1377,"內政"
tw_1378,"設置稅率"
tw_1379,"稅收"
tw_1380,"稅率"
tw_1381,"修改"
tw_1382,"生效中"
tw_1383,"稅金"
tw_1384,"領取"
tw_1385,"防禦"
tw_1386,"守衛"
tw_1387,"雇佣"
tw_1388,"城門"
tw_1389,"修復"
tw_1390,"天"
tw_1391,"小時"
tw_1392,"分鐘"
tw_1393,"秒"
tw_1394,"\f3%u%s後\n\f>可領取"
tw_1395,"城堡列表"
tw_1396,"管轄地區"
tw_1397,"宣戰"
tw_1398,"開戰中 %02u:%02u"
tw_1399,"城門修復"
tw_1400,"\f>當前城門處於\f3破損\f>狀態\n\f>需要花費\fQ%u金幣\f>修復城門至\f2堅固\f>狀態嗎?"
tw_1401,"\f3%u\f>秒後自動關閉"
tw_1402,"\f2%u\f>秒後自動於附近城鎮復活"
tw_1403,"含稅總價"
tw_1404,"\f=福利領取規則說明\f>\n1.\n2.\n3.\n4.\n5.\n6."
tw_1405,"等級：%d-%d\n"
tw_1406,"等級：%d或以上\n"
tw_1407,"等級：%d或以下\n"
tw_1408,"物攻：%d/%d [小怪/大怪]\n"
tw_1409,"防禦：%d\n"
tw_1410,"營養: %d\n"
tw_1411,"冷卻: %.1f秒\n"
tw_1412,"照明範圍: %d\n"
tw_1413,"安定: %d\n"
tw_1414,"重量: %d\n"
tw_1415,"材質: %s\n"
tw_1416,"種類: 雙手\n"
tw_1417,"種類: 單手\n"
tw_1418,"%s物攻: %+d\n"
tw_1419,"%s命中: %+d\n"
tw_1420,"\f3"
tw_1421,"null"
tw_1422,"%s魔攻: %+d\n"
tw_1423,"%s魔防: %+d\n"
tw_1424,"%s魔傷: %+d\n"
tw_1425,"%s魔法命中: %+d\n"
tw_1426,"\f2額外魔傷: %+d\n"
tw_1427,"%s最大物攻: %d%%\n"
tw_1428,"%s武器暴擊: %d%%\n"
tw_1429,"%s力量: %+d\n"
tw_1430,"%s體質: %+d\n"
tw_1431,"%s智力: %+d\n"
tw_1432,"%s精神: %+d\n"
tw_1433,"%s敏捷: %+d\n"
tw_1434,"%s毅力: %+d\n"
tw_1435,"%s體力: %+d\n"
tw_1436,"%s魔力: %+d\n"
tw_1437,"%s體力恢復: %+d\n"
tw_1438,"%s魔力恢復: %+d\n"
tw_1439,"%s治愈: %+d\n"
tw_1440,"\f2幸運: %+d\n"
tw_1441,"%s吸血: %+d\n"
tw_1442,"%s吸魔: %+d\n"
tw_1443,"%s抵抗中毒: %+d\n"
tw_1444,"%s抵抗冰凍: %+d\n"
tw_1445,"%s抵抗石化: %+d\n"
tw_1446,"%s抵抗眩暈: %+d\n"
tw_1447,"%s抵抗暗盲: %+d\n"
tw_1448,"%s抵抗沈默: %+d\n"
tw_1449,"%s火防: %+d\n"
tw_1450,"%s水防: %+d\n"
tw_1451,"%s風防: %+d\n"
tw_1452,"%s土防: %+d\n"
tw_1453,"\fW受祝福的\n"
tw_1454,"\f3被詛咒的\n"
tw_1455,"\f2不會損壞\n"
tw_1456,"\f2元素等級: %d\n"
tw_1457,"\f2可融合元素的武器等級：%u-%u\n"
tw_1458,"\f2使用位置: %s\n"
tw_1459,"\f2(%d, %d)\n"
tw_1460,\f2到期日: %s\n
tw_1461,\f3不可作為主裝備參與融合繼承\n
tw_1462,\f3損壞: %d\n
tw_1463,\f3不可交易\n
tw_1464,\f3不可銷毀\n
tw_1465,\f3不可強化\n
tw_1466,\fW[%s]\n
tw_1467,%s--------- 普通強化 ---------\n
tw_1468,%s防禦：%d\n
tw_1469,\f4--------- 元素強化 ---------\n
tw_1470,\f4等級: %s%+d\n
tw_1471,\f4元素傷害: %+d\n
tw_1472,\f4特化：尚未開放\n
tw_1473,\f4天啟魔能：\f3%u\f4/1000\n
tw_1474,\f4天啟魔能：%u/1000\n
tw_1475,\f4火
tw_1476,\f4水
tw_1477,\f4风
tw_1478,\f4土
tw_1479,\f2
tw_1480,\f=
tw_1481,\f9戰 鬥
tw_1482,\fQ戰 鬥
tw_1483,%s------ 普通強化 ------\n
tw_1484,\f4------ 元素強化 ------\n
tw_1485,第 %d 天
tw_1486,已過期
tw_1487,福利領取結束時間至 %s
tw_1488,攻城戰參戰期間和作為城主期間不可刪除角色。
tw_1489,伊丁大陸\n所有城鎮
tw_1490,天選勳章
tw_1491,天選勳章：%u份/%u天
tw_1492,%u份
tw_1493,開通
tw_1494,確認消耗\fW%u\f>本被封印的誓約書[15天]\n增加\fW%d\f>天\fW天選勳章？
tw_1495,確認
tw_1496,"您開通的\fR「天選勳章」\f>將於\fR%d\f>分鐘後\f3到期失效\f>,請及時續訂。"
tw_1497,"您開通的\fR「天選勳章」\f>即將\f3到期失效\f>,請及時續訂。"
tw_1498,"取消|續訂"
tw_1499,"伊丁大陸冒險者們可通過天選勳章界面開通天選勳章服務。\n天選勳章服務生效期間冒險者在遊戲內可享受多種專屬福利：\fW專屬每日獎勵\f>（機率開出淬體煉魔藥水、高倍經驗魔方）、\fW專屬商店與獎池\f>、\fW一鍵切換第二套裝備\f>、\fW免寄賣手續費\f>、\fW專屬表情包\f>等福利助你暢遊Teon世界。\n福利詳情請參閱\fW《服務詳情》\f>介紹。\n\n開通須知：\n1、冒險者需處於誓約書訂閱生效期間，方可消耗\fW被封印的誓約書[15天]\f>開通天選勳章；\n2、天選勳章開通後，同一賬號下角色均可享受專屬福利；\n3、天選勳章開通/續費消耗：\fW2\f>本\fW被封印的誓約書[15天]\f>/份；\n4、天選勳章每份有效時長：\fW30\f>天；\n5、天選勳章可一次性開通多期或有效期內續期，有效時長會累加；\n6、天選勳章專屬福利自開通時起即可享受，至天選勳章過期失效時專屬福利同時失效。"
tw_1500,"天選勳章成功開通後，服務生效期間可享受以下專屬福利：\n\n1、\fW專屬每日登入獎勵\f>：\n-專屬每日登入獎勵，有機率獲得\fW高倍經驗魔方\f>、\fW淬體煉魔藥水\f>！可通過[福利]按鈕進入福利界面領取；\n-專屬每日獎勵每天可領取一次，當天未領取的獎勵，隔天將過期不可領取，不可補領；\n-專屬每日獎勵以自然月為週期，每月1日零點刷新；\n-專屬每日獎勵僅天選勳章服務生效期間最後一日的零點前可領取，天選勳章服務期最後一日的零點後及天選勳章服務失效後不可再領取。\n2、\fW專屬天選商店與獎池\f>：\n-天選勳章服務生效期間，冒險者可通過專屬天選商店購買抽獎券參與專屬天選抽獎，有機率獲得\fW4倍經驗魔方\f>、\fW淬體煉魔藥水\f>等稀有獎勵。\n3、\fW交易所寄賣免手續費\f>：\n-天選勳章服務生效期間，冒險者通過交易所寄賣物品將免收寄賣手續費。\n4、\fW一鍵切換第二套裝備\f>：\n-冒險者可通過菜單-人物-裝備，設定第二套裝備並通過裝備左上角圓圈內[Ⅰ][Ⅱ]按鈕進行第Ⅰ/Ⅱ套裝備的一鍵切換；\n-裝備切換按鈕可拖動至快捷鍵欄中使用。\n5、\fW經驗回購消耗減半\f>：\n-天選勳章服務生效期間，冒險者使用經驗回購功能時，每次回購消耗的神聖魔方數量將減半（減少後所需數量不足1個神聖魔方的部分按1個神聖魔方計算）。\n6、\fW每日經驗回購次數翻倍\f>：\n-天選勳章服務生效期間，冒險者使用經驗回購功能時，每日可使用次數將由原來的每日最多10次提升為每日最多20次。\n7、\fW聊天頻道顏色文字發言免收費\f>：\n-天選勳章服務生效期間，冒險者可免費在[世界]頻道及[大喊]頻道使用顏色文字發言。\n8、\fW專屬聊天表情包\f>：\n-天選勳章服務生效期間，冒險者將可在聊天中使用專屬表情包；\n-使用方式：通過[聊天]-[表情]-[專屬]選擇使用。\n9、\fW聊天發言間隔時間減半\f>：\n-天選勳章服務生效期間，冒險者在各頻道發言時的時間間隔限制將減半。\n10、\fW地圖書籤記錄上限增加30個\f>：\n-天選勳章服務生效期間，冒險者可額外使用第8-10號地圖書籤欄的共計30個地圖書籤位置。\n-天選勳章服務失效後，編號8-10的書籤位置將被凍結，重新開通天選勳章服務後即可恢復使用。\n11、\fW交易所購物自動價格排序\f>：\n-天選勳章服務生效期間，冒險者通過交易所選購物品時，物品列表將自動按單價從低至高排序列出。\n\n\fW以上專屬福利均隨天選勳章服務失效而失效，敬請留意。\f>"
tw_1501,"服務詳情"
tw_1502,"在世界頻道使用文字變色需要消耗少量古代鉑金幣或金幣。\f=[天選勳章用戶免費使用]\f>"
tw_1503,"網絡異常，請檢測網絡連接狀態"
tw_1504,"「天選勳章」專屬功能，請先開通「天選勳章」後再嘗試！"
tw_1505,"已領取"
tw_1506,"未領取"
tw_1507,"不死族"
tw_1508,"惡魔族"
tw_1509,"不死族[禁療]"
tw_1510,"狼人"
tw_1511,"神族"
tw_1512,"海族"
tw_1513,"詛咒系"
tw_1514,"角色"
tw_1515,"獸人"
tw_1516,"建築"
tw_1517,"%s命中抵抗: %+d\n"
tw_1518,"%s負重減免: %+d\n"
tw_1519,"%s物傷減免: %+d\n"
tw_1520,"%s魔傷減免: %+d\n"
tw_1521,"%s近戰物攻: %+d\n"
tw_1522,"%s近戰命中: %+d\n"
tw_1523,"* 請核對價格，寄賣後不可撤回\n* 天選勳章用戶將免收手續費"
tw_1524,"\f=天選勳章用戶免手續費"
tw_1525,"福利領取規則說明"
